,first_name,author_id,full_name,is_initial,gender
18327,Mark,145954982,Mark Mohammad Tehranipoor,False,male
18328,Bo,49292319,Bo Wang,False,male
18329,Xiangming,145199113,Xiangming Wen,False,unknown
18330,Wei,144546728,Wei Zheng,False,andy
18331,Yong,145479965,Yong Sun,False,mostly_male
18332,E.,9454070,E. Saravanakumar,True,unknown
18333,G.,9459814,G. Prathima,True,unknown
18334,Romano,1746944,Romano Fantacci,False,male
18335,Dania,1890614,Dania Marabissi,False,female
18336,Daniele,2914774,Daniele Tarchi,False,female
18337,Xiaoyong,1872608,Xiaoyong Lin,False,unknown
18338,Qunxiong,2904204,Qunxiong Zhu,False,unknown
18339,Tongwei,9343535,Tongwei Qu,False,unknown
18340,Dengkun,2101030,Dengkun Xiao,False,unknown
18341,Dongkai,1689592,Dongkai Yang,False,unknown
18342,Weijia,50741190,Weijia Yang,False,unknown
18343,Sanzheng,2501019,Sanzheng Qiao,False,unknown
18344,Celimuge,2355585,Celimuge Wu,False,unknown
18345,Kazuya,2757697,Kazuya Kumekawa,False,male
18346,Toshihiko,3271993,Toshihiko Kato,False,male
18347,Jian,143875938,Jian Guo,False,andy
18348,Nan,144269573,Nan Xiao,False,mostly_female
18349,Shuxiang,144123445,Shuxiang Guo,False,unknown
18350,Takashi,2493448,Takashi Tamiya,False,male
18351,Chi-Fang,34785456,Chi-Fang Chin,False,unknown
18352,Arthur,3046323,Arthur Chun-Chieh Shih,False,male
18353,Kuo-Chin,143961578,Kuo-Chin Fan,False,unknown
18354,Jung-Chieh,1734351,Jung-Chieh Chen,False,unknown
18355,Chao-Kai,145382786,Chao-Kai Wen,False,unknown
18356,Qing,144131275,Qing He,False,andy
18357,Dejun,2122750,Dejun Yin,False,unknown
18358,Yoichi,145332366,Yoichi Hori,False,male
18359,Jung-Min,2786891,Jung-Min Moon,False,mostly_male
18360,Dong-Ho,144080194,Dong-Ho Cho,False,male
18361,Lili,47033097,Lili Huang,False,female
18362,Liang,145033247,Liang Xiao,False,andy
18363,Zhihui,144220575,Zhihui Wei,False,unknown
18364,Ellen,3093018,Ellen Spertus,False,female
18365,Mark,2265548,Mark L. Chang,False,male
18366,Paul,1715057,Paul V. Gestwicki,False,male
18367,David,144286692,David Wolber,False,male
18368,Lyu-Han,3231170,Lyu-Han Chen,False,unknown
18369,Gen-Huey,1725317,Gen-Huey Chen,False,unknown
18370,Ming-Hui,1771686,Ming-Hui Jin,False,andy
18371,Eric,1700728,Eric Hsiao-Kuang Wu,False,male
18372,Asimina,1792120,Asimina Kiourti,False,female
18373,Maria,3306066,Maria Christopoulou,False,female
18374,Stavros,2474209,Stavros Koulouridis,False,male
18375,Konstantina,1787544,Konstantina S. Nikita,False,female
18376,Salah,2840057,Salah Bouktif,False,male
18377,Faheem,3085539,Faheem Ahmed,False,male
18378,Issa,1783739,Issa M. Khalil,False,male
18379,Giuliano,1692292,Giuliano Antoniol,False,male
18380,Eric,46872751,Eric Bareke,False,male
18381,Michael,29029661,Michael Pierre,False,male
18382,Anthoula,48320325,Anthoula Gaigneaux,False,female
18383,Bertrand,2170952,Bertrand De Meulder,False,male
18384,Sophie,3268456,Sophie Depiereux,False,female
18385,Naji,152515807,Naji Habra,False,male
18386,Eric,3313423,Eric Depiereux,False,male
18387,Kuan-Chieh,38733990,Kuan-Chieh Liao,False,unknown
18388,Wei-Hsun,2559581,Wei-Hsun Lee,False,unknown
18389,Giulio,8854475,Giulio Fragiacomo,False,male
18390,Kasper,39303235,Kasper Reck,False,male
18391,Lasse,40633872,Lasse Lorenzen,False,male
18392,Erik,3026144,Erik V. Thomsen,False,male
18393,George,3176774,George Zaggoulos,False,male
18394,Andrew,144228985,Andrew Nix,False,male
18395,David,2955050,David Halls,False,male
18396,Xingtao,9208274,Xingtao Sun,False,unknown
18397,Zhang,48005349,Zhang Bing Yun,False,andy
18398,Lim,121496479,Lim Wern Han,False,andy
18399,Saadat,2107088,Saadat M. Alhashmi,False,female
18400,Saúl,2024667,Saúl Zapotecas Martínez,False,unknown
18401,Carlos,145485250,Carlos A. Coello Coello,False,male
18402,Artem,34885141,Artem Khmelinskii,False,male
18403,Rodrigo,145187072,Rodrigo Ventura,False,male
18404,João,1736231,João M. Sanches,False,mostly_male
18405,Christian,1799847,Christian Callegari,False,male
18406,Loris,1818570,Loris Gazzarrini,False,male
18407,Stefano,145446497,Stefano Giordano,False,male
18408,Michele,144488545,Michele Pagano,False,female
18409,Teresa,2107686,Teresa Pepe,False,female
18410,Fenglin,46497027,Fenglin Lv,False,unknown
18411,Huabin,143703059,Huabin Chen,False,unknown
18412,Chongjian,1682203,Chongjian Fan,False,unknown
18413,Shan-Ben,1730342,Shan-Ben Chen,False,unknown
18414,Hussam,2334295,Hussam Hamrawi,False,male
18415,Simon,1717586,Simon Coupland,False,male
18416,Robert,143882623,Robert Ivor John,False,male
18417,Lian-Wang,9243672,Lian-Wang Hao,False,unknown
18418,Wen-xue,153634956,Wen-xue Hong,False,unknown
18419,Cai-Liang,9163457,Cai-Liang Hu,False,andy
18420,Hong-Guang,1852555,Hong-Guang Ma,False,andy
18421,Qin-Bo,46698547,Qin-Bo Jiang,False,andy
18422,Zhi-Qiang,46270996,Zhi-Qiang Liu,False,andy
18423,Gang,39738361,Gang Liu,False,andy
18424,Zhi-Yuan,48464701,Zhi-Yuan Ma,False,andy
18425,Yann,2311437,Yann Civale,False,male
18426,Marcel,145793607,Marcel Gonzalez,False,male
18427,Deniz,2572622,Deniz Sabuncuoglu Tezcan,False,mostly_female
18428,Youssef,2917849,Youssef Travaly,False,male
18429,Philippe,2982561,Philippe Soussan,False,male
18430,Eric,1686794,Eric Beyne,False,male
18431,Pranab,143679074,Pranab Roy,False,unknown
18432,Hafizur,9116680,Hafizur Rahaman,False,unknown
18433,Parthasarathi,34419224,Parthasarathi Dasgupta,False,unknown
18434,Xiaoxiao,3184283,Xiaoxiao Wang,False,unknown
18435,Mark,145954982,Mark Mohammad Tehranipoor,False,male
18436,Danilo,1735581,Danilo Comminiello,False,male
18437,Michele,1722048,Michele Scarpiniti,False,female
18438,Raffaele,143652999,Raffaele Parisi,False,male
18439,Aurelio,1737292,Aurelio Uncini,False,male
18440,Mark,3230529,Mark Hymers,False,male
18441,Garreth,37795683,Garreth Prendergast,False,male
18442,Sam,2319254,Sam R. Johnson,False,mostly_male
18443,Gary,40201947,Gary G. R. Green,False,male
18444,Fernando,1403669918,Fernando Rivera-Illingworth,False,male
18445,Victor,47757518,Victor Callaghan,False,male
18446,Hani,1744919,Hani Hagras,False,female
18447,Yufeng,35497140,Yufeng Li,False,unknown
18448,Yinghua,3030912,Yinghua Yang,False,unknown
18449,Guiju,34563735,Guiju Li,False,unknown
18450,Massimo,7723077,Massimo Bergamasco,False,male
18451,Fabio,2572042,Fabio Salsedo,False,male
18452,Simone,2935417,Simone Marcheschi,False,female
18453,Nicola,1997267,Nicola Lucchesi,False,female
18454,Marco,6624329,Marco Fontana,False,male
18455,L.,145678837,L. Latha,True,unknown
18456,M.,9319085,M. Pabitha,True,unknown
18457,S.,2977834,S. Thangasamy,True,unknown
18458,T.,3187327,T. Balakumaran,True,unknown
18459,Ila,2333233,Ila Vennila,False,female
18460,C.,143685966,C. Gowri Shankar,True,unknown
18461,Lifang,8531710,Lifang Wu,False,unknown
18462,Xingsheng,46521808,Xingsheng Liu,False,unknown
18463,Songlong,2724877,Songlong Yuan,False,unknown
18464,Peng,48597049,Peng Xiao,False,andy
18465,Zhiming,145408158,Zhiming Zhang,False,unknown
18466,Changgen,3153886,Changgen Jiang,False,unknown
18467,Jiangang,3350726,Jiangang Deng,False,unknown
18468,Gennaro,1746674,Gennaro Costagliola,False,male
18469,Mattia,33639965,Mattia De Rosa,False,male
18470,Vittorio,1840899,Vittorio Fuccella,False,male
18471,Nicola,1705430,Nicola Capuano,False,female
18472,Pierluigi,1717613,Pierluigi Ritrovato,False,male
18473,Chi-Sheng,3145427,Chi-Sheng Lin,False,unknown
18474,Jia-Chin,1796145,Jia-Chin Lin,False,unknown
18475,Safwan,1732789,Safwan Wshah,False,male
18476,Venu,1723877,Venu Govindaraju,False,unknown
18477,Yanfen,2249113,Yanfen Cheng,False,unknown
18478,Huiping,3513587,Huiping Li,False,unknown
18479,Cheng,145253556,Cheng Wu,False,andy
18480,Hossein,2432120,Hossein Mousavi Hondori,False,male
18481,Ling,1404569720,Ling Shih-Fu,False,andy
18482,Stefano,2643721,Stefano Ortolani,False,male
18483,Cristiano,1744275,Cristiano Giuffrida,False,male
18484,Bruno,1701596,Bruno Crispo,False,male
18485,Jyoti,37792502,Jyoti Grover,False,female
18486,Manoj,1869272,Manoj Singh Gaur,False,male
18487,Vijay,145159112,Vijay Laxmi,False,mostly_male
18488,Guanglu,47334047,Guanglu Sun,False,unknown
18489,Yibo,2564865,Yibo Xue,False,unknown
18490,Yingfei,2073460,Yingfei Dong,False,unknown
18491,Dongsheng,5077298,Dongsheng Wang,False,unknown
18492,Chenglong,50876591,Chenglong Li,False,unknown
18493,Lei,49192814,Lei Li,False,andy
18494,De-Zhang,9457506,De-Zhang Yang,False,unknown
18495,Fang-cheng,2959837,Fang-cheng Shen,False,unknown
18496,Dexin,2812134,Dexin Yang,False,unknown
18497,Bo,143787134,Bo Yang,False,male
18498,Honglong,7315005,Honglong Chen,False,unknown
18499,Wei,145612192,Wei Lou,False,andy
18500,Zhi,144145749,Zhi Wang,False,andy
18501,Rio,1401971370,Rio G. L. D'Souza,False,female
18502,K.,145132112,K. Chandra Sekaran,True,unknown
18503,A.,145015502,A. Kandasamy,True,unknown
18504,Tien-Ying,31779801,Tien-Ying Kuo,False,unknown
18505,Yun-Yang,3080856,Yun-Yang Lai,False,unknown
18506,Yi-Chung,2167466,Yi-Chung Lo,False,unknown
18507,Tapas,37882955,Tapas Kumar,False,male
18508,Gadadhar,144141658,Gadadhar Sahoo,False,unknown
18509,Ali,40502571,Ali H. Ramadan,False,male
18510,Mohammed,1402238038,Mohammed Al-Husseini,False,male
18511,Youssef,1876854,Youssef Tawk,False,male
18512,Karim,9072743,Karim Y. Kabalan,False,male
18513,Ali,49487027,Ali El-Hajj,False,male
18514,Zhaoxiao,9338263,Zhaoxiao Yuan,False,unknown
18515,Yongtian,1692621,Yongtian Wang,False,unknown
18516,Jian,37520559,Jian Yang,False,andy
18517,Yue,49420505,Yue Liu,False,andy
18518,Vandana,2745091,Vandana M. Ladwani,False,female
18519,Latesh,2163705,Latesh G. Malik,False,unknown
18520,Xin,47911456,Xin Xin,False,andy
18521,Aggelos,144842935,Aggelos K. Katsaggelos,False,unknown
18522,Tao,145855568,Tao Ma,False,andy
18523,Michael,35380390,Michael Hempel,False,male
18524,Kun,2477286,Kun Hua,False,andy
18525,Dongming,1889733,Dongming Peng,False,unknown
18526,Hamid,145505074,Hamid Sharif,False,male
18527,Wei,144205298,Wei Yang,False,andy
18528,Chunsheng,145235270,Chunsheng Li,False,unknown
18529,Jie,39139099,Jie Chen,False,andy
18530,Pengbo,3127895,Pengbo Wang,False,unknown
18531,Julien,2745452,Julien Arnaud,False,male
18532,Daniel,9107481,Daniel Négru,False,male
18533,Mamadou,36885979,Mamadou Sidibé,False,male
18534,Julien,1924712,Julien Pauty,False,male
18535,Harilaos,144747405,Harilaos Koumaras,False,unknown
18536,Ismaël,2311207,Ismaël Daribo,False,unknown
18537,Hideo,51297261,Hideo Saito,False,male
18538,Hai,49697579,Hai Huang,False,andy
18539,Tze-Yun,1809481,Tze-Yun Sung,False,unknown
18540,Yaw-Shih,46189201,Yaw-Shih Shieh,False,unknown
18541,Charu,39467271,Charu Agarwal,False,female
18542,Anurag,145386083,Anurag Mishra,False,unknown
18543,Haibo,2104666,Haibo Yang,False,unknown
18544,Yongqiang,2602769,Yongqiang Ye,False,unknown
18545,Danwei,1681374,Danwei Wang,False,unknown
18546,Bin,144069314,Bin Jiang,False,andy
18547,Anand,48822610,Anand Kumar,False,male
18548,V.,2862769,V. Dhanalakshmi,True,unknown
18549,K.,144456262,K. P. Soman,True,unknown
18550,Surendran,46632495,Surendran Rajendran,False,unknown
18551,N.,145480277,N. Madhu Mohan,True,unknown
18552,Boby,143993531,Boby George,False,unknown
18553,V.,143897515,V. Jagadeesh Kumar,True,unknown
18554,Hazem,9176423,Hazem M. El-Bakry,False,male
18555,Jae,40234556,Jae Woong Chun,False,andy
18556,Chien-Yi,49751227,Chien-Yi Roger Chen,False,unknown
18557,Pin-Kai,2482386,Pin-Kai Tseng,False,unknown
18558,Sen-Hung,2826153,Sen-Hung Wang,False,unknown
18559,Chih-Peng,1745384,Chih-Peng Li,False,unknown
18560,Hanan,33844474,Hanan A. Mahmoud,False,female
18561,Hanan,1406410616,Hanan Saad Al-Hulaibah,False,female
18562,Sarah,1406410623,Sarah A. Al-Naeem,False,female
18563,Suha,1406410622,Suha Ali Al-Qhatani,False,female
18564,Aljoharah,1406410715,Aljoharah Al-Dawood,False,unknown
18565,Buthaina,1406410611,Buthaina Saleh Al-Nassar,False,unknown
18566,Dhay,1406410628,Dhay Yousef Al-Salman,False,unknown
18567,Mahdi,144159469,Mahdi Ali,False,male
18568,Abdennaceur,2480885,Abdennaceur Kachouri,False,unknown
18569,Mounir,3146042,Mounir Samet,False,male
18570,Jingya,65737730,Jingya Li,False,unknown
18571,Hui,48213361,Hui Bin Zhang,False,andy
18572,Xiaodong,47158501,Xiaodong Xu,False,unknown
18573,Xiaofeng,145834667,Xiaofeng Tao,False,unknown
18574,Tommy,144793629,Tommy Svensson,False,male
18575,Carmen,2999132,Carmen Botella,False,female
18576,Baoling,47655585,Baoling Liu,False,unknown
18577,Om,144896611,Om Prakash Verma,False,male
18578,Madasu,1750281,Madasu Hanmandlu,False,unknown
18579,Ashish,2221408,Ashish Kumar Sultania,False,male
18580,,2956704,Dhruv,False,unknown
18581,Ellen,1976796,Ellen Klingbeil,False,female
18582,Blake,37742741,Blake Carpenter,False,mostly_male
18583,Olga,2192178,Olga Russakovsky,False,female
18584,Andrew,34699434,Andrew Y. Ng,False,male
18585,Jun,48093899,Jun Wang,False,mostly_male
18586,Ying,143692919,Ying Tan,False,andy
18587,Jianjun,50247938,Jianjun Qian,False,unknown
18588,Weilan,2254980,Weilan Wang,False,unknown
18589,Daohui,9091654,Daohui Wang,False,unknown
18590,Francisco,144906351,Francisco P. M. Oliveira,False,male
18591,João,144168728,João Manuel R. S. Tavares,False,mostly_male
18592,Yan,40503750,Yan Mei Qi,False,male
18593,Li,145704540,Li Ren,False,andy
18594,Aditya,9747715,Aditya Abhyankar,False,male
18595,Stephanie,1782501,Stephanie Schuckers,False,female
18596,Han,145716041,Han Hu,False,andy
18597,Quanquan,9937103,Quanquan Gu,False,unknown
18598,Jie,49640256,Jie Zhou,False,andy
18599,Xiangqian,47150160,Xiangqian Wu,False,unknown
18600,Enying,2753921,Enying Gao,False,unknown
18601,Youbao,3152399,Youbao Tang,False,unknown
18602,Kuanquan,1711542,Kuanquan Wang,False,unknown
18603,Liu,144117142,Liu Liu,False,andy
18604,Jian-xun,2208944,Jian-xun Li,False,unknown
18605,Romano,1746944,Romano Fantacci,False,male
18606,Daniele,2914774,Daniele Tarchi,False,female
18607,Andrea,122724599,Andrea Tassi,False,female
18608,H.-S.,145376017,H.-S. Philip Wong,False,unknown
18609,Simone,2714753,Simone Raoux,False,female
18610,Sangbum,46877060,Sangbum Kim,False,unknown
18611,Jiale,33340837,Jiale Liang,False,unknown
18612,John,39736384,John P. Reifenberg,False,male
18613,Bipin,9214677,Bipin Rajendran,False,unknown
18614,Mehdi,2581917,Mehdi Asheghi,False,male
18615,Kenneth,2862646,Kenneth E. Goodson,False,male
18616,Peter,1791800,Peter Henry,False,male
18617,Michael,2576619,Michael Krainin,False,male
18618,Evan,6376655,Evan Herbst,False,male
18619,Xiaofeng,46426476,Xiaofeng Ren,False,unknown
18620,Dieter,145197953,Dieter Fox,False,male
18621,Boris,3126798,Boris Epshtein,False,male
18622,Eyal,20592981,Eyal Ofek,False,male
18623,Yonatan,1743988,Yonatan Wexler,False,male
18624,Ali,143787583,Ali Farhadi,False,male
18625,Mohsen,1888731,Mohsen Hejrati,False,male
18626,Mohammad,21160985,Mohammad Amin Sadeghi,False,male
18627,Peter,145539241,Peter Young,False,male
18628,Cyrus,3125805,Cyrus Rashtchian,False,male
18629,Julia,3118681,Julia Hockenmaier,False,female
18630,David,144016256,David A. Forsyth,False,male
18631,Richard,2166511,Richard Socher,False,male
18632,Eric,40150953,Eric H. Huang,False,male
18633,Jeffrey,143845796,Jeffrey Pennington,False,male
18634,Andrew,34699434,Andrew Y. Ng,False,male
18635,Christopher,144783904,Christopher D. Manning,False,male
18636,Aapo,1717990,Aapo Kyrola,False,male
18637,Guy,1717462,Guy E. Blelloch,False,male
18638,Carlos,1730156,Carlos Guestrin,False,male
18639,Jason,145651739,Jason Baker,False,male
18640,Chris,50052868,Chris Bond,False,mostly_male
18641,James,143962122,James C. Corbett,False,male
18642,J.,144654565,J. J. Furman,True,unknown
18643,Andrey,50303838,Andrey Khorlin,False,male
18644,James,145445271,James Larson,False,male
18645,Jean-Michel,145988573,Jean-Michel Leon,False,unknown
18646,Yawei,1887987,Yawei Li,False,unknown
18647,Alexander,144348389,Alexander Lloyd,False,male
18648,Vadim,2075475,Vadim Yushprakh,False,male
18649,Peter,1791800,Peter Henry,False,male
18650,Michael,2576619,Michael Krainin,False,male
18651,Evan,6376655,Evan Herbst,False,male
18652,Xiaofeng,46426476,Xiaofeng Ren,False,unknown
18653,Dieter,145197953,Dieter Fox,False,male
18654,Imran,2095953,Imran Naseem,False,male
18655,Roberto,2444665,Roberto Togneri,False,male
18656,Mohammed,1698675,Mohammed Bennamoun,False,male
18657,Alexander,1847884,Alexander J. Quinn,False,male
18658,Benjamin,1799187,Benjamin B. Bederson,False,male
18659,Robert,145747787,Robert Biddle,False,male
18660,Sonia,1725510,Sonia Chiasson,False,female
18661,Paul,1748222,Paul C. van Oorschot,False,male
18662,Martin,8195063,Martin Zinkevich,False,male
18663,Markus,2965406,Markus Weimer,False,male
18664,Alexander,1691629,Alexander J. Smola,False,male
18665,Lihong,28929337,Lihong Li,False,unknown
18666,Michael,144507429,Michael Kaess,False,male
18667,Hordur,32354334,Hordur Johannsson,False,unknown
18668,Richard,145670883,Richard Roberts,False,male
18669,Viorela,2497447,Viorela Ila,False,female
18670,John,7136913,John J. Leonard,False,male
18671,Frank,2038264,Frank Dellaert,False,male
18672,Dorian,1402973256,Dorian Gálvez-López,False,male
18673,Juan,2642938,Juan D. Tardós,False,male
18674,Devi,153432684,Devi Parikh,False,female
18675,Kristen,1794409,Kristen Grauman,False,female
18676,Shin,143828721,Shin Yoo,False,andy
18677,Xinzhu,2011642,Xinzhu Meng,False,unknown
18678,Ali,2142681,Ali Bülent Usakli,False,male
18679,Serkan,20860176,Serkan Gurkan,False,male
18680,Massimo,145466806,Massimo Alioto,False,male
18681,Luca,1992657,Luca Giancane,False,male
18682,Giuseppe,32782902,Giuseppe Scotti,False,male
18683,Alessandro,143675248,Alessandro Trifiletti,False,male
18684,Ana,3066945,Ana Kozomara,False,female
18685,Sam,1398461217,Sam Griffiths-Jones,False,mostly_male
18686,Jason,2259796,Jason Cong,False,male
18687,Bingjun,37525788,Bingjun Xiao,False,unknown
18688,Alessandro,145041406,Alessandro Bergamo,False,male
18689,Lorenzo,1732879,Lorenzo Torresani,False,male
18690,Andrew,47139824,Andrew W. Fitzgibbon,False,male
18691,Yonghong,2648838,Yonghong Peng,False,unknown
18692,Zhi,2004519,Zhi Qing Wu,False,andy
18693,Jianmin,145054089,Jianmin Jiang,False,unknown
18694,Chen,40614774,Chen Wang,False,andy
18695,Junping,2247926,Junping Zhang,False,unknown
18696,Jian,143698722,Jian Pu,False,andy
18697,Xiaoru,35141605,Xiaoru Yuan,False,unknown
18698,Liang,1693997,Liang Wang,False,andy
18699,Filipe,48485227,Filipe Cristino,False,male
18700,Sebastiaan,2402051,Sebastiaan Mathôt,False,male
18701,Jan,145639856,Jan Theeuwes,False,male
18702,Iain,2283822,Iain D. Gilchrist,False,male
18703,LiLi,40448197,LiLi Xu,False,andy
18704,Shuqian,48730390,Shuqian Luo,False,unknown
18705,Nam,2023315,Nam P. Nguyen,False,andy
18706,Ying,143686696,Ying Xuan,False,andy
18707,My,1698253,My T. Thai,False,mostly_female
18708,Zeyuan,13319052,Zeyuan Allen Zhu,False,unknown
18709,Weizhu,7307263,Weizhu Chen,False,unknown
18710,Tom,1801025,Tom Minka,False,male
18711,Chenguang,8652308,Chenguang Zhu,False,unknown
18712,Zhigang,48354590,Zhigang Chen,False,unknown
18713,Marivi,13137771,Marivi Tello,False,unknown
18714,Paco,1403147659,Paco López-Dekker,False,male
18715,Jordi,1709351,Jordi J. Mallorquí,False,male
18716,Md.,2543438,Md. Anisul Karim,True,unknown
18717,Tao,144954285,Tao Yang,False,andy
18718,Jinhong,143910093,Jinhong Yuan,False,unknown
18719,Zhuo,145718851,Zhuo Chen,False,andy
18720,Ingmar,144502096,Ingmar Land,False,male
18721,Erkan,2296180,Erkan Yüce,False,male
18722,Michael,1689599,Michael Hogarth,False,male
18723,Kathy,3191858,Kathy Hajopoulos,False,female
18724,Meg,47533677,Meg Young,False,female
18725,Neil,2657397,Neil Cowles,False,male
18726,John,12067031,John Churin,False,male
18727,Bethany,2146964,Bethany Hornthal,False,female
18728,Laura,2727020,Laura Esserman,False,female
18729,Seong-O,3684061,Seong-O Shim,False,unknown
18730,Tae-Sun,1756613,Tae-Sun Choi,False,andy
18731,Xiaofei,40913156,Xiaofei Zhang,False,unknown
18732,Xin,143703146,Xin Gao,False,andy
18733,Dazhuan,7471817,Dazhuan Xu,False,unknown
18734,Yan,9219392,Yan Xiao-juan,False,male
18735,Liu,9180301,Liu Jing-lin,False,andy
18736,Yingxi,47909471,Yingxi Liu,False,unknown
18737,Nikhil,3282644,Nikhil Kundargi,False,male
18738,Ahmed,1685058,Ahmed H. Tewfik,False,male
18739,Terdthai,7147504,Terdthai Tong-Un,False,unknown
18740,Supaporn,4002747,Supaporn Muchimapura,False,unknown
18741,Wathita,11743824,Wathita Phachonpai,False,unknown
18742,Jintanaporn,6054759,Jintanaporn Wattanathorn,False,unknown
18743,Tu,10791119,Tu Dac Ho,False,mostly_female
18744,Jingyu,2598431,Jingyu Park,False,unknown
18745,S.,134758928,S. Shimamoto,True,unknown
18746,Timothy,38801646,Timothy Menard,False,male
18747,Jeffrey,144632836,Jeffrey Miller,False,male
18748,Xing,115844469,Xing Ma,False,andy
18749,Yaoping,5347365,Yaoping Wu,False,unknown
18750,Xiaoming,1772198,Xiaoming Wu,False,unknown
18751,Jian,46700224,Jian Xiong Liu,False,andy
18752,Long,2694278,Long Sun,False,mostly_male
18753,Marco,1826996,Marco Kühne,False,male
18754,Roberto,2444665,Roberto Togneri,False,male
18755,Sven,145222280,Sven Nordholm,False,male
18756,Rukun,1784095,Rukun Mao,False,unknown
18757,Husheng,1682454,Husheng Li,False,unknown
18758,Achraf,1403815663,Achraf Ben-Hamadou,False,male
18759,Christian,39383366,Christian Daul,False,male
18760,Charles,1796689,Charles Soussen,False,male
18761,Ahmed,2553739,Ahmed Rekik,False,male
18762,Walter,3114035,Walter Blondel,False,male
18763,Christian,1801870,Christian Vecchiola,False,male
18764,Mani,145130701,Mani Abedini,False,mostly_male
18765,M.,49542951,M. Kirley,True,unknown
18766,Xingchen,30737061,Xingchen Chu,False,unknown
18767,Rajkumar,1709598,Rajkumar Buyya,False,male
18768,Keith,1813687,Keith W. Wait,False,male
18769,Phil,40125943,Phil J. Jackson,False,male
18770,Lanny,40021152,Lanny S. Smoot,False,male
18772,Fei,48602641,Fei Ren,False,andy
18773,Yahong,5298896,Yahong Rosa Zheng,False,unknown
18774,Rongguo,1953112,Rongguo Zhou,False,unknown
18775,Hao,144198798,Hao Xin,False,andy
18776,Amelie,1982094,Amelie Stein,False,female
18777,Patrick,2220810,Patrick Aloy,False,male
18778,Monisankha,1866708,Monisankha Pal,False,unknown
18779,Sudipta,145213689,Sudipta Chattopadhyay,False,female
18780,G.,5550792,G. Sudha Sadasivam,True,unknown
18781,G.,3244442,G. Baktavatchalam,True,unknown
18782,Ying-Ren,37773115,Ying-Ren Chien,False,unknown
18783,Yi-Cheng,1954234,Yi-Cheng Huang,False,andy
18784,De-Nian,1731140,De-Nian Yang,False,unknown
18785,Hen-Wai,1703752,Hen-Wai Tsao,False,unknown
18786,Rostom,2015180,Rostom Zakaria,False,unknown
18787,Didier,2011343,Didier Le Ruyet,False,male
18788,N.,1941738,N. Suguna,True,unknown
18789,K.,2631849,K. Thanushkodi,True,unknown
18790,David,2339529,David Swapp,False,male
18791,Julian,40411583,Julian Williams,False,male
18792,Anthony,143903462,Anthony Steed,False,male
18793,Rentian,1893358,Rentian Huang,False,unknown
18794,Hissam,1970251,Hissam Tawfik,False,unknown
18795,Atulya,144291050,Atulya K. Nagar,False,unknown
18796,Huabin,143703059,Huabin Chen,False,unknown
18797,Yong,49890055,Yong Zhang,False,mostly_male
18798,Peng,143941725,Peng Hu,False,andy
18799,Sreenival,143726389,Sreenival S. Murthy,False,unknown
18800,Ujjwal,2887394,Ujjwal Kumar Kalla,False,unknown
18801,G.,145105688,G. Bhuvaneswari,True,unknown
18802,Tamma,145408131,Tamma V. Prabhakar,False,unknown
18803,S.,145327668,S. N. Akshay Uttama Nambi,True,unknown
18804,H.,143970545,H. S. Jamadagni,True,unknown
18805,Krishna,144077219,Krishna Swaroop,False,andy
18806,R.,145695638,R. Venkatesha Prasad,True,unknown
18807,Ignas,145339218,Ignas G. Niemegeers,False,male
18808,Jinqi,49298100,Jinqi Li,False,unknown
18809,Hui,48212845,Hui Zhang,False,andy
18810,Qian,144718549,Qian Wan,False,andy
18811,Jinhong,48211491,Jinhong Liu,False,unknown
18812,Hongwei,1685608,Hongwei Zhang,False,unknown
18813,Saif,1751757,Saif alZahir,False,male
18814,Han,31502915,Han Donker,False,andy
18815,Krzysztof,2751760,Krzysztof Jozwik,False,male
18816,Hiroyuki,1711486,Hiroyuki Tomiyama,False,male
18817,Shinya,50527193,Shinya Honda,False,male
18818,Hiroaki,1681947,Hiroaki Takada,False,male
18819,Fabian,2037664,Fabian Diehm,False,male
18820,Jorg,31374844,Jorg Holfeld,False,male
18821,Gerhard,145570132,Gerhard P. Fettweis,False,male
18822,J,37748760,J Gomes Nathan,False,unknown
18823,David,27974915,David B. Wake,False,male
18824,Anthony,3315670,Anthony Nkansah,False,male
18825,Esther,35199707,Esther Lopez Casariego,False,female
18826,Pan,1765929,Pan Wang,False,andy
18827,Lida,39466716,Lida Xu,False,female
18828,Shang-Ming,1696083,Shang-Ming Zhou,False,unknown
18829,Zhun,145208719,Zhun Fan,False,andy
18830,Youfeng,1885650,Youfeng Li,False,unknown
18831,Shan,144766378,Shan Feng,False,andy
18832,Lotfollah,1717344,Lotfollah Beygi,False,unknown
18833,Erik,1688795,Erik Agrell,False,male
18834,Pontus,1748889,Pontus Johannisson,False,male
18835,Magnus,143644709,Magnus Karlsson,False,male
18836,Maryam,1950105,Maryam Mahsal Khan,False,female
18837,Gul,34772141,Gul Muhammad Khan,False,female
18838,Patrick,3270058,Patrick Grosch,False,male
18839,Raffaele,3292060,Raffaele Di Gregorio,False,male
18840,Javier,145959865,Javier López,False,mostly_male
18841,Federico,145094555,Federico Thomas,False,male
18842,Jing,46477928,Jing Yang,False,andy
18843,Zetao,46947465,Zetao Li,False,unknown
18844,Y.,46394442,Y. J. Lin,True,unknown
18845,Wei,144876311,Wei Zhao,False,andy
18846,Junaid,3063166,Junaid Tariq,False,unknown
18847,Umar,9415477,Umar Nauman,False,male
18848,Muhammad,9404731,Muhammad Umair Naru,False,male
